loan_application_no,disbursed_date,disbursed_amount,source_entity_name,final_tpv,score,gender,age,industryy,status,city,state,pincode,disbursed_year,disbursed_month,disbursed_quarter,score_band,age_band,city_clean,is_metro_city,loan_to_tpv,amount_per_age,amount_x_score,predicted_income
9719,2025-05-07,48932.0,TTT,27500.0,746,Male,22.0,Education,DISBURSED,Faridabad,Haryana,121003.0,2025.0,5.0,2.0,700-749,22-25,faridabad,0,1.7793454545454546,2224.181818181818,36503272.0,27445.160600000007
9720,2025-05-07,479350.0,PPP,144631.0,766,Male,44.0,Grocery And Daily Needs,DISBURSED,Krishna,Andhra Pradesh,521241.0,2025.0,5.0,2.0,>750,36-45,krishna,0,3.314296381826856,10894.318181818182,367182100.0,144615.3565
9721,2025-05-03,69634.0,TTT,37500.0,696,Male,41.0,Retail And Shopping,DISBURSED,Bangalore,Karnataka,560062.0,2025.0,5.0,2.0,600-699,36-45,bangalore,1,1.8569066666666667,1698.3902439024391,48465264.0,37418.086350000005
9722,2025-05-04,92507.0,TTT,62500.0,703,Female,43.0,Healthcare And Wellness,DISBURSED,ERNAKULAM,Kerala,686671.0,2025.0,5.0,2.0,700-749,36-45,ernakulam,0,1.480112,2151.3255813953488,65032421.0,62143.917550000006
9723,2025-05-23,473450.0,TTT,267500.0,795,Male,43.0,Wholesale_Distributor,DISBURSED,Indore,Madhya Pradesh,452010.0,2025.0,5.0,2.0,>750,36-45,indore,0,1.7699065420560747,11010.46511627907,376392750.0,267577.24704999983
9724,2025-05-03,60224.0,TTT,32500.0,752,Male,43.0,Food & Beverages,DISBURSED,Faridabad,Haryana,121002.0,2025.0,5.0,2.0,>750,36-45,faridabad,0,1.8530461538461538,1400.5581395348838,45288448.0,32482.2441
9725,2025-05-03,38581.0,TTT,17500.0,708,Male,31.0,Others,DISBURSED,PANCHKULA,Haryana,134102.0,2025.0,5.0,2.0,700-749,31-35,panchkula,0,2.2046285714285716,1244.5483870967741,27315348.0,17499.89
9726,2025-05-05,47050.0,TTT,37500.0,161,Male,55.0,Food & Beverages,DISBURSED,LATUR,Maharashtra,413531.0,2025.0,5.0,2.0,<600,46-60,latur,0,1.2546666666666666,855.4545454545455,7575050.0,37524.068250000004
9727,2025-05-09,100058.0,TTT,47500.0,771,Male,30.0,Automobiles,DISBURSED,New Delhi,Delhi,110055.0,2025.0,5.0,2.0,>750,26-30,new delhi,1,2.106484210526316,3335.266666666667,77144718.0,47938.20245000001
9728,2025-05-03,174630.0,TTT,52500.0,744,Male,43.0,Retail And Shopping,DISBURSED,WASHIM,Maharashtra,444505.0,2025.0,5.0,2.0,700-749,36-45,washim,0,3.326285714285714,4061.1627906976746,129924720.0,52544.37265
9729,2025-05-03,188790.0,TTT,97500.0,135,Male,35.0,Retail And Shopping,DISBURSED,Ahmedabad,Gujarat,380060.0,2025.0,5.0,2.0,<600,31-35,ahmedabad,1,1.9363076923076923,5394.0,25486650.0,97502.1586
9730,2025-05-02,45168.0,TTT,17500.0,773,Male,41.0,Automobiles,DISBURSED,Noida,Uttar Pradesh,201009.0,2025.0,5.0,2.0,>750,36-45,noida,0,2.5810285714285714,1101.658536585366,34914864.0,17550.549450000002
9731,2025-05-02,155775.0,TTT,207500.0,755,Female,33.0,Food & Beverages,DISBURSED,Bangalore,Karnataka,560076.0,2025.0,5.0,2.0,>750,31-35,bangalore,1,0.750722891566265,4720.454545454545,117610125.0,203920.61019999997
9732,2025-05-03,15997.0,TTT,7500.0,765,Male,48.0,Retail And Shopping,DISBURSED,Belgaum,Karnataka,591306.0,2025.0,5.0,2.0,>750,46-60,belgaum,0,2.1329333333333333,333.2708333333333,12237705.0,7327.400999999999
9733,2025-05-03,105722.0,TTT,47500.0,746,Male,42.0,Service And Utilities,DISBURSED,Hyderabad,Telangana,500086.0,2025.0,5.0,2.0,700-749,36-45,hyderabad,1,2.2257263157894736,2517.190476190476,78868612.0,47473.94300000001
9734,2025-05-09,41404.0,TTT,22500.0,690,Male,21.0,Others,DISBURSED,GURUGRAM,Haryana,122006.0,2025.0,5.0,2.0,600-699,<=21,gurugram,0,1.8401777777777777,1971.6190476190477,28568760.0,22500.025
9735,2025-05-02,78103.0,TTT,42500.0,135,Male,42.0,Wholesale_Distributor,DISBURSED,Jaipur,Rajasthan,302007.0,2025.0,5.0,2.0,<600,36-45,jaipur,0,1.8377176470588235,1859.595238095238,10543905.0,42507.80245
9736,2025-05-04,49873.0,TTT,22500.0,713,Female,24.0,Retail And Shopping,DISBURSED,SRIKAKULAM,Andhra Pradesh,532001.0,2025.0,5.0,2.0,700-749,22-25,srikakulam,0,2.2165777777777778,2078.0416666666665,35559449.0,22558.210400000004
9737,2025-05-02,127279.0,TTT,277500.0,786,Male,33.0,Retail And Shopping,DISBURSED,Lucknow,Uttar Pradesh,226017.0,2025.0,5.0,2.0,>750,31-35,lucknow,0,0.45866306306306304,3856.939393939394,100041294.0,283966.5327
9738,2025-05-02,236725.0,TTT,102500.0,141,Male,40.0,Retail And Shopping,DISBURSED,Allahabad,Uttar Pradesh,211002.0,2025.0,5.0,2.0,<600,36-45,allahabad,0,2.3095121951219513,5918.125,33378225.0,101580.51724999998
9739,2025-05-04,57401.0,TTT,17500.0,776,Male,54.0,Others,DISBURSED,East Delhi,Delhi,110094.0,2025.0,5.0,2.0,>750,46-60,east delhi,0,3.280057142857143,1062.9814814814815,44543176.0,17506.563449999998
9740,2025-05-02,38581.0,TTT,17500.0,772,Male,47.0,Retail And Shopping,DISBURSED,Kamrup Metropolitan,Assam,781034.0,2025.0,5.0,2.0,>750,46-60,kamrup metropolitan,0,2.2046285714285716,820.8723404255319,29784532.0,17487.9291
9741,2025-05-01,141592.0,TTT,142500.0,746,Male,35.0,Food & Beverages,DISBURSED,Hissar,Haryana,125001.0,2025.0,5.0,2.0,700-749,31-35,hissar,0,0.9936280701754386,4045.4857142857145,105627632.0,141911.82035
9742,2025-05-03,13174.0,TTT,7500.0,776,Female,39.0,Retail And Shopping,DISBURSED,Surat,Gujarat,395004.0,2025.0,5.0,2.0,>750,36-45,surat,0,1.7565333333333333,337.79487179487177,10223024.0,7500.0
9743,2025-05-01,61165.0,TTT,27500.0,775,Female,28.0,Retail And Shopping,DISBURSED,Bangalore,Karnataka,560001.0,2025.0,5.0,2.0,>750,26-30,bangalore,1,2.224181818181818,2184.464285714286,47402875.0,27521.629100000002
9744,2025-05-01,236725.0,TTT,117500.0,109,Male,31.0,Service And Utilities,CANCELLED,BIDAR,Karnataka,585329.0,2025.0,5.0,2.0,<600,31-35,bidar,0,2.01468085106383,7636.290322580645,25803025.0,117205.69725
9745,2025-05-01,142920.0,TTT,300000.0,736,Male,39.0,Others,DISBURSED,BARGARH,Odisha,768028.0,2025.0,5.0,2.0,700-749,36-45,bargarh,0,0.4764,3664.6153846153848,105189120.0,304076.81284999993
9746,2025-05-01,275547.0,TTT,82500.0,786,Male,32.0,Service And Utilities,DISBURSED,GAUTAM BUDDHA NAGAR,Uttar Pradesh,201305.0,2025.0,5.0,2.0,>750,31-35,gautam buddha nagar,0,3.3399636363636365,8610.84375,216579942.0,82587.02655000001
9747,2025-05-01,473450.0,TTT,207500.0,779,Male,56.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400047.0,2025.0,5.0,2.0,>750,46-60,mumbai,1,2.2816867469879516,8454.464285714286,368817550.0,206389.78454999984
9748,2025-05-01,94395.0,TTT,32500.0,759,Male,33.0,Others,DISBURSED,Moradabad,Uttar Pradesh,244001.0,2025.0,5.0,2.0,>750,31-35,moradabad,0,2.9044615384615384,2860.4545454545455,71645805.0,32502.673300000002
9749,2025-05-01,473450.0,TTT,192500.0,759,Male,29.0,Retail And Shopping,DISBURSED,KRISHNAGIRI,Tamil Nadu,635109.0,2025.0,5.0,2.0,>750,26-30,krishnagiri,0,2.4594805194805196,16325.862068965518,359348550.0,192215.86044999995
9750,2025-05-01,87513.0,TTT,47500.0,764,Female,46.0,Service And Utilities,DISBURSED,KHORDHA,Odisha,751003.0,2025.0,5.0,2.0,>750,46-60,khordha,0,1.8423789473684211,1902.4565217391305,66859932.0,47508.01825
9751,2025-05-14,47050.0,TTT,37500.0,105,Male,31.0,Retail And Shopping,DISBURSED,Hyderabad,Telangana,500045.0,2025.0,5.0,2.0,<600,31-35,hyderabad,1,1.2546666666666666,1517.741935483871,4940250.0,37500.0
9752,2025-05-01,94100.0,TTT,237500.0,787,Male,37.0,Travel & Hospitality,DISBURSED,Jaipur,Rajasthan,302016.0,2025.0,5.0,2.0,>750,36-45,jaipur,0,0.39621052631578946,2543.2432432432433,74056700.0,236476.48354999983
9753,2025-04-30,14203.0,TTT,222500.0,143,Male,35.0,Retail And Shopping,DISBURSED,MUMBAI SUBURBAN,Maharashtra,400072.0,2025.0,4.0,2.0,<600,31-35,mumbai suburban,0,0.06383370786516854,405.8,2031029.0,217758.90484999993
9754,2025-04-30,94100.0,TTT,27500.0,777,Male,36.0,Automobiles,DISBURSED,Gurugram,Haryana,122001.0,2025.0,4.0,2.0,>750,36-45,gurugram,0,3.421818181818182,2613.8888888888887,73115700.0,27884.52930000001
9755,2025-05-15,50814.0,TTT,27500.0,755,Male,25.0,Others,DISBURSED,Dehradun,Uttarakhand,248001.0,2025.0,5.0,2.0,>750,22-25,dehradun,0,1.8477818181818182,2032.56,38364570.0,27501.661600000003
9756,2025-05-06,60224.0,TTT,32500.0,757,Male,37.0,Agriculture,DISBURSED,KOLHAPUR,Maharashtra,416010.0,2025.0,5.0,2.0,>750,36-45,kolhapur,0,1.8530461538461538,1627.6756756756756,45589568.0,32498.868300000002
9757,2025-04-30,47050.0,TTT,72500.0,742,Male,50.0,Retail And Shopping,DISBURSED,Mahabub Nagar,Telangana,509001.0,2025.0,4.0,2.0,700-749,46-60,mahabub nagar,0,0.6489655172413793,941.0,34911100.0,72567.62849999999
9758,2025-04-30,124601.0,TTT,37500.0,769,Male,32.0,Retail And Shopping,DISBURSED,Nandyal,Andhra Pradesh,518501.0,2025.0,4.0,2.0,>750,31-35,nandyal,0,3.3226933333333335,3893.78125,95818169.0,37555.5981
9759,2025-05-12,47050.0,TTT,37500.0,149,Female,23.0,Food & Beverages,DISBURSED,PUNE,Maharashtra,411041.0,2025.0,5.0,2.0,<600,22-25,pune,1,1.2546666666666666,2045.6521739130435,7010450.0,37500.0
9760,2025-04-30,116105.0,TTT,62500.0,746,Male,40.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400101.0,2025.0,4.0,2.0,700-749,36-45,mumbai,1,1.85768,2902.625,86614330.0,62560.1266
9761,2025-04-30,23525.0,TTT,12500.0,774,Male,37.0,Automobiles,DISBURSED,MUZAFFARNAGAR,Uttar Pradesh,251203.0,2025.0,4.0,2.0,>750,36-45,muzaffarnagar,0,1.882,635.8108108108108,18208350.0,12500.0
9762,2025-04-30,117993.0,TTT,300000.0,746,Female,38.0,Retail And Shopping,DISBURSED,Valsad,Gujarat,396191.0,2025.0,4.0,2.0,700-749,36-45,valsad,0,0.39331,3105.0789473684213,88022778.0,300475.86794999987
9763,2025-05-03,41404.0,TTT,22500.0,790,Male,37.0,Others,DISBURSED,Bengaluru Urban,Karnataka,560078.0,2025.0,5.0,2.0,>750,36-45,bengaluru urban,0,1.8401777777777777,1119.027027027027,32709160.0,22496.123
9764,2025-04-30,18820.0,TTT,7500.0,773,Male,27.0,Others,DISBURSED,UJJAIN,Madhya Pradesh,456010.0,2025.0,4.0,2.0,>750,26-30,ujjain,0,2.509333333333333,697.0370370370371,14547860.0,7510.8
9765,2025-04-30,94395.0,TTT,52500.0,771,Male,28.0,Food & Beverages,DISBURSED,Gurgaon,Haryana,122004.0,2025.0,4.0,2.0,>750,26-30,gurgaon,0,1.798,3371.25,72778545.0,52494.7116
9766,2025-04-29,47050.0,TTT,32500.0,775,Male,25.0,Retail And Shopping,DISBURSED,Chittorgarh,Rajasthan,312601.0,2025.0,4.0,2.0,>750,22-25,chittorgarh,0,1.4476923076923076,1882.0,36463750.0,32531.4516
9767,2025-04-29,94985.0,TTT,47500.0,776,Male,41.0,Retail And Shopping,DISBURSED,New Delhi,Delhi,110081.0,2025.0,4.0,2.0,>750,36-45,new delhi,1,1.9996842105263157,2316.7073170731705,73708360.0,47637.89785000001
9768,2025-04-30,150088.0,TTT,67500.0,757,Male,47.0,Retail And Shopping,DISBURSED,Coimbatore,Tamil Nadu,641062.0,2025.0,4.0,2.0,>750,46-60,coimbatore,0,2.223525925925926,3193.3617021276596,113616616.0,67392.51105
9769,2025-04-29,94395.0,TTT,72500.0,768,Male,27.0,Food & Beverages,DISBURSED,Pimpri,Maharashtra,411057.0,2025.0,4.0,2.0,>750,26-30,pimpri,0,1.302,3496.1111111111113,72495360.0,72526.35105
9770,2025-04-29,188790.0,TTT,122500.0,141,Male,36.0,Food & Beverages,DISBURSED,Gurgaon,Haryana,122004.0,2025.0,4.0,2.0,<600,36-45,gurgaon,0,1.5411428571428571,5244.166666666667,26619390.0,122669.21370000001
9771,2025-04-29,474925.0,TTT,107500.0,757,Male,26.0,Retail And Shopping,DISBURSED,Bhopal,Madhya Pradesh,462022.0,2025.0,4.0,2.0,>750,26-30,bhopal,0,4.417906976744186,18266.346153846152,359518225.0,107097.94405
9772,2025-05-02,22584.0,TTT,12500.0,735,Male,25.0,Food & Beverages,CLOSED,Chengalpattu,Tamil Nadu,600126.0,2025.0,5.0,2.0,700-749,22-25,chengalpattu,0,1.80672,903.36,16599240.0,12498.7
9773,2025-04-30,49873.0,TTT,22500.0,769,Male,39.0,Food & Beverages,DISBURSED,Kozhikode,Kerala,673506.0,2025.0,4.0,2.0,>750,36-45,kozhikode,0,2.2165777777777778,1278.7948717948718,38352337.0,22493.493300000002
9774,2025-04-28,47050.0,TTT,37500.0,133,Female,30.0,Others,DISBURSED,GHAZIABAD,Uttar Pradesh,201001.0,2025.0,4.0,2.0,<600,26-30,ghaziabad,0,1.2546666666666666,1568.3333333333333,6257650.0,37500.0
9775,2025-04-28,50814.0,TTT,27500.0,728,Male,52.0,Retail And Shopping,DISBURSED,GURUGRAM,Haryana,122017.0,2025.0,4.0,2.0,700-749,46-60,gurugram,0,1.8477818181818182,977.1923076923077,36992592.0,27497.06575
9776,2025-04-29,9528.0,TTT,7500.0,734,Male,52.0,Retail And Shopping,DISBURSED,JALANDHAR,Punjab,144003.0,2025.0,4.0,2.0,700-749,46-60,jalandhar,0,1.2704,183.23076923076923,6993552.0,7599.677100000001
9777,2025-04-28,10351.0,TTT,37500.0,756,Male,30.0,Retail And Shopping,CLOSED,Pune,Maharashtra,411062.0,2025.0,4.0,2.0,>750,26-30,pune,1,0.27602666666666664,345.03333333333336,7825356.0,37432.29465000001
9778,2025-05-16,47050.0,TTT,92500.0,761,Male,37.0,Automobiles,DISBURSED,Jaipur,Rajasthan,302031.0,2025.0,5.0,2.0,>750,36-45,jaipur,0,0.5086486486486487,1271.6216216216217,35805050.0,92232.62164999999
9779,2025-04-30,147185.0,TTT,97500.0,786,Male,29.0,Retail And Shopping,DISBURSED,Vadodara,Gujarat,390019.0,2025.0,4.0,2.0,>750,26-30,vadodara,0,1.5095897435897436,5075.3448275862065,115687410.0,97128.97184999997
9780,2025-04-28,22584.0,TTT,12500.0,749,Male,29.0,Service And Utilities,DISBURSED,East Delhi,Delhi,110094.0,2025.0,4.0,2.0,700-749,26-30,east delhi,0,1.80672,778.7586206896551,16915416.0,12500.0
9781,2025-04-28,61165.0,TTT,27500.0,726,Male,57.0,Retail And Shopping,DISBURSED,Lucknow,Uttar Pradesh,226020.0,2025.0,4.0,2.0,700-749,46-60,lucknow,0,2.224181818181818,1073.0701754385964,44405790.0,27520.8103
9782,2025-04-26,91277.0,TTT,27500.0,757,Male,29.0,Healthcare And Wellness,DISBURSED,East Delhi,Delhi,110094.0,2025.0,4.0,2.0,>750,26-30,east delhi,0,3.3191636363636365,3147.4827586206898,69096689.0,27491.5808
9783,2025-04-26,79044.0,TTT,17500.0,743,Male,47.0,Healthcare And Wellness,DISBURSED,TIRUCHIRAPPALLI,Tamil Nadu,620011.0,2025.0,4.0,2.0,700-749,46-60,tiruchirappalli,0,4.5168,1681.787234042553,58729692.0,17496.47165
9784,2025-04-26,31994.0,TTT,17500.0,711,Male,32.0,Retail And Shopping,DISBURSED,West Delhi,Delhi,110041.0,2025.0,4.0,2.0,700-749,31-35,west delhi,0,1.8282285714285715,999.8125,22747734.0,17488.55665
9785,2025-04-26,61165.0,TTT,27500.0,752,Male,49.0,Retail And Shopping,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201310.0,2025.0,4.0,2.0,>750,46-60,gautam buddha nagar,0,2.224181818181818,1248.265306122449,45996080.0,27511.832850000003
9786,2025-04-26,82808.0,TTT,37500.0,718,Male,34.0,Others,DISBURSED,S A S Nagar,Punjab,140413.0,2025.0,4.0,2.0,700-749,31-35,s a s nagar,0,2.208213333333333,2435.529411764706,59456144.0,37455.81975
9787,2025-04-26,41404.0,TTT,22500.0,744,Male,22.0,Food & Beverages,DISBURSED,Nashik,Maharashtra,422008.0,2025.0,4.0,2.0,700-749,22-25,nashik,0,1.8401777777777777,1882.0,30804576.0,22500.0
9788,2025-04-26,53973.0,TTT,32500.0,776,Male,31.0,Others,DISBURSED,Faridabad,Haryana,121002.0,2025.0,4.0,2.0,>750,31-35,faridabad,0,1.6607076923076922,1741.0645161290322,41883048.0,32670.72400000001
9789,2025-04-27,13174.0,TTT,7500.0,762,Male,37.0,Retail And Shopping,DISBURSED,Bhimavaram,Andhra Pradesh,534202.0,2025.0,4.0,2.0,>750,36-45,bhimavaram,0,1.7565333333333333,356.05405405405406,10038588.0,7500.0
9790,2025-04-26,60224.0,TTT,32500.0,740,Male,22.0,Food & Beverages,CLOSED,Ghaziabad,Uttar Pradesh,201009.0,2025.0,4.0,2.0,700-749,22-25,ghaziabad,0,1.8530461538461538,2737.4545454545455,44565760.0,32478.4512
9791,2025-04-26,92218.0,TTT,42500.0,734,Male,23.0,Retail And Shopping,DISBURSED,Faridabad,Haryana,121003.0,2025.0,4.0,2.0,700-749,22-25,faridabad,0,2.169835294117647,4009.478260869565,67688012.0,42736.410650000034
9792,2025-04-26,192220.0,TTT,182500.0,785,Female,38.0,Service And Utilities,DISBURSED,Noida,Uttar Pradesh,201102.0,2025.0,4.0,2.0,>750,36-45,noida,0,1.0532602739726027,5058.421052631579,150892700.0,183633.2461999999
9793,2025-04-26,174630.0,TTT,52500.0,759,Male,30.0,Grocery And Daily Needs,DISBURSED,Bangalore,Karnataka,560045.0,2025.0,4.0,2.0,>750,26-30,bangalore,1,3.326285714285714,5821.0,132544170.0,52575.735649999995
9794,2025-04-26,22584.0,TTT,12500.0,761,Male,34.0,Retail And Shopping,DISBURSED,New Delhi,Delhi,110041.0,2025.0,4.0,2.0,>750,31-35,new delhi,1,1.80672,664.2352941176471,17186424.0,12500.0
9795,2025-04-25,82808.0,TTT,37500.0,720,Male,53.0,Retail And Shopping,DISBURSED,Bangalore,Karnataka,560083.0,2025.0,4.0,2.0,700-749,46-60,bangalore,1,2.208213333333333,1562.4150943396226,59621760.0,37426.185950000014
9796,2025-04-28,13174.0,TTT,7500.0,757,Female,49.0,Retail And Shopping,DISBURSED,TEHRI GARHWAL,Uttarakhand,248008.0,2025.0,4.0,2.0,>750,46-60,tehri garhwal,0,1.7565333333333333,268.85714285714283,9972718.0,7500.0
9797,2025-04-26,13174.0,TTT,7500.0,748,Male,35.0,Automobiles,DISBURSED,South West Delhi,Delhi,110029.0,2025.0,4.0,2.0,700-749,31-35,south west delhi,0,1.7565333333333333,376.4,9854152.0,7500.635
9798,2025-04-24,15997.0,TTT,7500.0,746,Male,23.0,Retail And Shopping,DISBURSED,S A S Nagar,Punjab,140413.0,2025.0,4.0,2.0,700-749,22-25,s a s nagar,0,2.1329333333333333,695.5217391304348,11933762.0,7479.755999999999
9799,2025-04-26,292592.0,TTT,87500.0,775,Male,32.0,Retail And Shopping,DISBURSED,Cochin,Kerala,682301.0,2025.0,4.0,2.0,>750,31-35,cochin,0,3.3439085714285715,9143.5,226758800.0,87614.74065
9800,2025-04-26,107610.0,TTT,32500.0,741,Male,49.0,Retail And Shopping,DISBURSED,Kolar,Karnataka,563131.0,2025.0,4.0,2.0,700-749,46-60,kolar,0,3.3110769230769233,2196.122448979592,79739010.0,32499.482300000003
9801,2025-04-26,473450.0,TTT,252500.0,726,Female,32.0,Automobiles,DISBURSED,SALEM,Tamil Nadu,636004.0,2025.0,4.0,2.0,700-749,31-35,salem,0,1.875049504950495,14795.3125,343724700.0,253667.70914999992
9802,2025-04-26,479350.0,TTT,137500.0,755,Male,40.0,Retail And Shopping,DISBURSED,South West Delhi,Delhi,110023.0,2025.0,4.0,2.0,>750,36-45,south west delhi,0,3.486181818181818,11983.75,361909250.0,136535.34075
9803,2025-04-26,17879.0,TTT,12500.0,715,Female,43.0,Retail And Shopping,DISBURSED,BENGALURU URBAN,Karnataka,560064.0,2025.0,4.0,2.0,700-749,36-45,bengaluru urban,0,1.43032,415.7906976744186,12783485.0,12493.18335
9804,2025-05-17,38581.0,TTT,17500.0,763,Male,30.0,Automobiles,DISBURSED,GURUGRAM,Haryana,122002.0,2025.0,5.0,2.0,>750,26-30,gurugram,0,2.2046285714285716,1286.0333333333333,29437303.0,17495.605
9805,2025-04-25,41404.0,TTT,22500.0,744,Male,26.0,Retail And Shopping,DISBURSED,New Delhi,Delhi,110031.0,2025.0,4.0,2.0,700-749,26-30,new delhi,1,1.8401777777777777,1592.4615384615386,30804576.0,22489.525
9806,2025-04-25,189380.0,TTT,77500.0,746,Male,38.0,Food & Beverages,DISBURSED,BENGALURU URBAN,Karnataka,560021.0,2025.0,4.0,2.0,700-749,36-45,bengaluru urban,0,2.4436129032258065,4983.684210526316,141277480.0,77579.94235000001
9807,2025-04-24,217515.0,TTT,62500.0,758,Male,36.0,Retail And Shopping,DISBURSED,HASSAN,Karnataka,573123.0,2025.0,4.0,2.0,>750,36-45,hassan,0,3.48024,6042.083333333333,164876370.0,62803.947700000004
9808,2025-04-24,23525.0,TTT,12500.0,746,Male,29.0,Others,DISBURSED,Moradabad,Uttar Pradesh,244001.0,2025.0,4.0,2.0,700-749,26-30,moradabad,0,1.882,811.2068965517242,17549650.0,12500.0
9809,2025-04-24,13174.0,TTT,7500.0,757,Male,32.0,Retail And Shopping,DISBURSED,KHORDHA,Odisha,751002.0,2025.0,4.0,2.0,>750,31-35,khordha,0,1.7565333333333333,411.6875,9972718.0,7517.95
9810,2025-04-25,72457.0,TTT,32500.0,655,Male,53.0,Retail And Shopping,DISBURSED,Ahmedabad,Gujarat,382405.0,2025.0,4.0,2.0,600-699,46-60,ahmedabad,1,2.229446153846154,1367.1132075471698,47459335.0,32504.303700000004
9811,2025-04-24,17879.0,TTT,27500.0,657,Male,32.0,Automobiles,DISBURSED,New Delhi,Delhi,110042.0,2025.0,4.0,2.0,600-699,31-35,new delhi,1,0.6501454545454546,558.71875,11746503.0,27028.28090000001
9812,2025-04-16,192220.0,TTT,57500.0,744,Male,26.0,Automobiles,DISBURSED,New Delhi,Delhi,110029.0,2025.0,4.0,2.0,700-749,26-30,new delhi,1,3.3429565217391306,7393.076923076923,143011680.0,57527.11075
9813,2025-04-18,106666.0,TTT,57500.0,758,Female,27.0,Retail And Shopping,DISBURSED,AURANGABAD,Maharashtra,431001.0,2025.0,4.0,2.0,>750,26-30,aurangabad,0,1.8550608695652173,3950.5925925925926,80852828.0,57565.07120000001
9814,2025-04-16,107610.0,TTT,32500.0,105,Male,22.0,Others,DISBURSED,Noida,Uttar Pradesh,201009.0,2025.0,4.0,2.0,<600,22-25,noida,0,3.3110769230769233,4891.363636363636,11299050.0,32409.46950000001
9815,2025-04-19,70575.0,TTT,37500.0,757,Male,38.0,Automobiles,DISBURSED,South Delhi,Delhi,110062.0,2025.0,4.0,2.0,>750,36-45,south delhi,0,1.882,1857.2368421052631,53425275.0,37495.1598
9816,2025-04-18,13174.0,TTT,7500.0,769,Male,39.0,Retail And Shopping,DISBURSED,Tirur,Kerala,676101.0,2025.0,4.0,2.0,>750,36-45,tirur,0,1.7565333333333333,337.79487179487177,10130806.0,7501.18
9817,2025-04-24,157639.0,TTT,47500.0,753,Male,42.0,Automobiles,DISBURSED,Gurgaon,Haryana,122006.0,2025.0,4.0,2.0,>750,36-45,gurgaon,0,3.3187157894736843,3753.309523809524,118702167.0,47564.22065
9818,2025-04-15,41404.0,TTT,22500.0,734,Male,25.0,Retail And Shopping,DISBURSED,LUDHIANA,Punjab,141008.0,2025.0,4.0,2.0,700-749,22-25,ludhiana,0,1.8401777777777777,1656.16,30390536.0,22505.735
9819,2025-04-15,57401.0,TTT,17500.0,116,Male,29.0,Food & Beverages,DISBURSED,Thane,Maharashtra,401107.0,2025.0,4.0,2.0,<600,26-30,thane,0,3.280057142857143,1979.344827586207,6658516.0,17499.575
9820,2025-04-15,41404.0,TTT,12500.0,737,Male,30.0,Others,DISBURSED,East Delhi,Delhi,110094.0,2025.0,4.0,2.0,700-749,26-30,east delhi,0,3.31232,1380.1333333333334,30514748.0,12468.44565
9821,2025-04-15,325733.0,TTT,97500.0,724,Male,39.0,Retail And Shopping,DISBURSED,TIRUNELVELI,Tamil Nadu,627416.0,2025.0,4.0,2.0,700-749,36-45,tirunelveli,0,3.340851282051282,8352.128205128205,235830692.0,96769.73340000001
9822,2025-04-22,96583.0,TTT,22500.0,755,Male,23.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400075.0,2025.0,4.0,2.0,>750,22-25,mumbai,1,4.292577777777778,4199.260869565217,72920165.0,22542.332300000005
9823,2025-04-18,47050.0,TTT,72500.0,712,Male,45.0,Food & Beverages,DISBURSED,NORTH GOA,Goa,403515.0,2025.0,4.0,2.0,700-749,36-45,north goa,0,0.6489655172413793,1045.5555555555557,33499600.0,72524.01689999999
